Loc Type,A,B,AT,FT,Source ID,AT Grp,FT Grp,Location,Road,Dir,Estimated Volume,Observed Volume,Errors,Squared Errors,Percent Errors
SF Count,26144,25819,1.0,4.0,sfmta25,Core/CBD,Col,18TH ST between DOUGLASS and EUREKA,18TH ST,E,3798.87523,2290.0,1508.87523,2276704.459707553,65.8897480349345
SF Count,25819,26144,1.0,4.0,sfmta26,Core/CBD,Col,18TH ST between DOUGLASS and EUREKA,18TH ST,W,2087.12747,2079.0,8.127469999999903,66.05576860089842,0.39093169793169324
SF Count,22543,33462,3.0,11.0,sfmta27,Urb,Loc,19TH AVE between RANDOLPH and SAINT CHARLES,19TH AVE,E,4.73333,138.0,-133.26667,17760.0053328889,-96.57005072463768
SF Count,33462,22543,3.0,11.0,sfmta28,Urb,Loc,19TH AVE between RANDOLPH and SAINT CHARLES,19TH AVE,W,4.18334,145.0,-140.81666,19829.331733555602,-97.11493793103449
SF Count,27498,27504,3.0,11.0,sfmta29,Urb,Loc,19TH AVE between ANZA and GEARY,19TH AVE,N,255.81662999999998,1367.5,-1111.68337,1235839.9151345568,-81.29311663619744
SF Count,27504,27498,3.0,11.0,sfmta30,Urb,Loc,19TH AVE between ANZA and GEARY,19TH AVE,S,232.79342,1524.0,-1291.20658,1667214.4322352966,-84.72484120734909
SF Count,27468,27469,3.0,11.0,sfmta31,Urb,Loc,19TH AVE between CABRILLO and FULTON,19TH AVE,N,31.090989999999998,696.0,-664.90901,442103.99157918006,-95.53290373563217
SF Count,27469,27468,3.0,11.0,sfmta32,Urb,Loc,19TH AVE between CABRILLO and FULTON,19TH AVE,S,29.34728,380.5,-351.15272,123308.2327633984,-92.2871800262812
SF Count,27636,27638,3.0,11.0,sfmta33,Urb,Loc,20TH AVE between CALIFORNIA and LAKE,20TH AVE,N,18.1,283.0,-264.9,70172.01,-93.60424028268551
SF Count,27638,27636,3.0,11.0,sfmta34,Urb,Loc,20TH AVE between CALIFORNIA and LAKE,20TH AVE,S,17.084640000000004,261.0,-243.91536,59494.7028439296,-93.45416091954023
SF Count,23082,23083,3.0,11.0,sfmta35,Urb,Loc,20TH AVE between EUCALYPTUS and OCEAN,20TH AVE,N,507.17404999999997,2185.0,-1677.82595,2815099.918493402,-76.78837299771166
SF Count,23083,23082,3.0,11.0,sfmta36,Urb,Loc,20TH AVE between EUCALYPTUS and OCEAN,20TH AVE,S,15.886790000000001,2438.0,-2422.11321,5866632.402056504,-99.3483679245283
SF Count,23083,23162,3.0,11.0,sfmta37,Urb,Loc,20TH AVE between OCEAN and SLOAT,20TH AVE,N,796.98882,1166.0,-369.01117999999997,136169.2509649924,-31.6476140651801
SF Count,23162,23083,3.0,11.0,sfmta38,Urb,Loc,20TH AVE between OCEAN and SLOAT,20TH AVE,S,3055.0309799999995,998.0,2057.0309799999995,4231376.452679759,206.11532865731456
SF Count,25754,25749,1.0,4.0,sfmta39,Core/CBD,Col,21ST ST between CASTRO and NOE,21ST ST,E,429.68545000000006,691.0,-261.31454999999994,68285.29404170247,-37.81686685962373
SF Count,25749,25754,1.0,4.0,sfmta40,Core/CBD,Col,21ST ST between CASTRO and NOE,21ST ST,W,414.20002999999997,936.5,-522.29997,272797.25866200094,-55.77148638547784
SF Count,26091,26090,2.0,11.0,sfmta41,UrbBiz,Loc,21ST ST between DOUGLASS and WORTH,21ST ST,E,954.42026,356.0,598.42026,358106.8075784676,168.09557865168537
SF Count,26090,26091,2.0,11.0,sfmta42,UrbBiz,Loc,21ST ST between DOUGLASS and WORTH,21ST ST,W,36.904650000000004,603.0,-566.09535,320463.94529162254,-93.87982587064677
SF Count,24115,24112,1.0,4.0,sfmta43,Core/CBD,Col,22ND ST between BARTLETT and VALENCIA,22ND ST,E,1839.88076,2715.0,-875.11924,765833.6842181776,-32.23275285451197
SF Count,24112,24115,1.0,4.0,sfmta44,Core/CBD,Col,22ND ST between BARTLETT and VALENCIA,22ND ST,W,1811.0861300000001,3000.0,-1188.9138699999999,1413516.1902783765,-39.63046233333333
SF Count,24111,24082,1.0,4.0,sfmta45,Core/CBD,Col,22ND ST between CAPP and MISSION,22ND ST,E,1116.7683700000002,2716.0,-1599.2316299999998,2557541.806392456,-58.88187150220913
SF Count,24082,24111,1.0,4.0,sfmta46,Core/CBD,Col,22ND ST between CAPP and MISSION,22ND ST,W,1257.50814,2403.0,-1145.49186,1312151.6013262598,-47.669240948813986
SF Count,25631,25630,1.0,4.0,sfmta47,Core/CBD,Col,22ND ST between DOLORES and QUANE,22ND ST,E,3103.90743,1611.0,1492.9074300000002,2228772.5945492056,92.66961080074489
SF Count,25630,25631,1.0,4.0,sfmta48,Core/CBD,Col,22ND ST between DOLORES and QUANE,22ND ST,W,3672.60354,1793.0,1879.60354,3532909.4675805317,104.83009146681539
SF Count,25630,25626,1.0,4.0,sfmta50,Core/CBD,Col,22ND ST between GUERRERO and DOLORES,22ND ST,E,2926.94609,1738.5,1188.44609,1412404.1088362879,68.3604308311763
SF Count,25626,25624,1.0,4.0,sfmta51,Core/CBD,Col,22ND ST between GUERRERO and DOLORES,22ND ST,E,2982.03917,1738.5,1243.53917,1546389.667324289,71.52943169398908
SF Count,25624,25623,1.0,4.0,sfmta52,Core/CBD,Col,22ND ST between GUERRERO and DOLORES,22ND ST,E,3007.1878400000005,1738.5,1268.6878400000005,1609568.835363867,72.97600460166814
SF Count,25623,25624,1.0,4.0,sfmta53,Core/CBD,Col,22ND ST between GUERRERO and DOLORES,22ND ST,W,3649.9695500000003,2020.5,1629.4695500000003,2655171.0143772033,80.64684731502105
SF Count,25624,25626,1.0,4.0,sfmta54,Core/CBD,Col,22ND ST between GUERRERO and DOLORES,22ND ST,W,3635.8694600000003,2020.5,1615.3694600000003,2609418.492300693,79.94899579312053
SF Count,25626,25630,1.0,4.0,sfmta55,Core/CBD,Col,22ND ST between GUERRERO and DOLORES,22ND ST,W,3520.72097,2020.5,1500.2209699999999,2250662.9588277405,74.24998614204405
SF Count,25623,24117,1.0,4.0,sfmta57,Core/CBD,Col,22ND ST between GUERRERO and SAN JOSE,22ND ST,E,895.31362,2572.0,-1676.68638,2811277.2168775047,-65.18998367029549
SF Count,24117,25623,1.0,4.0,sfmta58,Core/CBD,Col,22ND ST between GUERRERO and SAN JOSE,22ND ST,W,904.85824,1988.0,-1083.14176,1173196.0722558976,-54.483991951710266
SF Count,24117,24115,1.0,4.0,sfmta60,Core/CBD,Col,22ND ST between GUERRERO and VALENCIA,22ND ST,E,1778.36715,2443.5,-665.13285,442401.7081491224,-27.22049723756906
SF Count,24115,24117,1.0,4.0,sfmta61,Core/CBD,Col,22ND ST between GUERRERO and VALENCIA,22ND ST,W,1750.1827500000002,2420.0,-669.8172499999998,448655.14839756227,-27.67839876033057
SF Count,23966,23964,1.0,11.0,sfmta63,Core/CBD,Loc,22ND ST between HAMPSHIRE and POTRERO,22ND ST,E,2469.56681,1710.0,759.5668099999998,576941.7388535758,44.41911169590642
SF Count,23964,23966,1.0,11.0,sfmta64,Core/CBD,Loc,22ND ST between HAMPSHIRE and POTRERO,22ND ST,W,2926.72305,619.0,2307.72305,5325585.675501303,372.81470920840064
SF Count,27513,27514,3.0,11.0,sfmta65,Urb,Loc,23RD AVE between CABRILLO and FULTON,23RD AVE,N,35.97605,971.0,-935.02395,874269.7870736026,-96.29494850669414
SF Count,27514,27513,3.0,11.0,sfmta66,Urb,Loc,23RD AVE between CABRILLO and FULTON,23RD AVE,S,7.67551,487.0,-479.32449,229751.96671376014,-98.42391991786448
SF Count,27541,27543,3.0,11.0,sfmta67,Urb,Loc,23RD AVE between CLEMENT and GEARY,23RD AVE,N,779.1471599999999,1290.0,-510.8528400000001,260970.62413606574,-39.60099534883722
SF Count,27543,27541,3.0,11.0,sfmta68,Urb,Loc,23RD AVE between CLEMENT and GEARY,23RD AVE,S,772.19668,1096.0,-323.80332,104848.59004302238,-29.544098540145985
SF Count,23551,23549,2.0,11.0,sfmta69,UrbBiz,Loc,23RD ST between 3RD and ILLINOIS,23RD ST,E,19.166670000000003,1056.0,-1036.83333,1075023.3541988889,-98.18497443181818
SF Count,23549,23551,2.0,11.0,sfmta70,UrbBiz,Loc,23RD ST between 3RD and ILLINOIS,23RD ST,W,23.05,1261.0,-1237.95,1532520.2025000001,-98.17208564631245
SF Count,25762,25745,2.0,11.0,sfmta71,UrbBiz,Loc,23RD ST between CASTRO and DIAMOND,23RD ST,E,1670.0584800000001,1843.0,-172.94151999999985,29908.76933991035,-9.38369614758545
SF Count,25745,25762,2.0,11.0,sfmta72,UrbBiz,Loc,23RD ST between CASTRO and DIAMOND,23RD ST,W,1415.32221,1424.0,-8.677789999999959,75.30403928409929,-0.6093953651685364
SF Count,26085,25769,2.0,11.0,sfmta73,UrbBiz,Loc,23RD ST between DOUGLASS and HOFFMAN,23RD ST,E,22.014039999999998,358.0,-335.98596,112886.56531712158,-93.85082681564245
SF Count,25769,26085,2.0,11.0,sfmta74,UrbBiz,Loc,23RD ST between DOUGLASS and HOFFMAN,23RD ST,W,144.19911,620.0,-475.80089,226386.4869247921,-76.74207903225806
SF Count,23617,23616,2.0,11.0,sfmta75,UrbBiz,Loc,23RD ST between INDIANA and MINNESOTA,23RD ST,E,165.16447,1952.0,-1786.83553,3192781.211270381,-91.53870543032787
SF Count,23616,23617,2.0,11.0,sfmta76,UrbBiz,Loc,23RD ST between INDIANA and MINNESOTA,23RD ST,W,2483.0082,1595.0,888.0082000000002,788558.5632672404,55.67449529780566
SF Count,25741,25655,2.0,11.0,sfmta77,UrbBiz,Loc,23RD ST between NOE and SANCHEZ,23RD ST,E,1477.18973,2099.0,-621.81027,386648.01187747286,-29.62411958075274
SF Count,25655,25741,2.0,11.0,sfmta78,UrbBiz,Loc,23RD ST between NOE and SANCHEZ,23RD ST,W,1668.2822099999998,1697.5,-29.21779000000015,853.6792524841088,-1.7212247422680502
SF Count,27648,27654,3.0,11.0,sfmta79,Urb,Loc,24TH AVE between CALIFORNIA and LAKE,24TH AVE,N,21.866670000000003,469.5,-447.63333,200375.5981268889,-95.34256230031949
SF Count,27654,27648,3.0,11.0,sfmta80,Urb,Loc,24TH AVE between CALIFORNIA and LAKE,24TH AVE,S,25.93333,382.5,-356.56667,127139.79015488889,-93.22004444444444
SF Count,21124,23948,1.0,11.0,sfmta81,Core/CBD,Loc,26TH ST between HAMPSHIRE and YORK,26TH ST,E,424.80285,477.0,-52.19715000000002,2724.542468122502,-10.94279874213837
SF Count,23948,21124,1.0,11.0,sfmta82,Core/CBD,Loc,26TH ST between HAMPSHIRE and YORK,26TH ST,W,1177.30917,2163.0,-985.69083,971586.4123460889,-45.570542302357836
SF Count,21296,24061,1.0,11.0,sfmta83,Core/CBD,Loc,26TH ST between VAN NESS and VIRGIL,26TH ST,E,1117.3336199999999,2079.0,-961.6663800000001,924802.2264223046,-46.256199134199136
SF Count,24061,21296,1.0,11.0,sfmta84,Core/CBD,Loc,26TH ST between VAN NESS and VIRGIL,26TH ST,W,1358.7285700000002,2913.0,-1554.2714299999998,2415759.6781142442,-53.35638276690696
SF Count,27549,27551,3.0,11.0,sfmta85,Urb,Loc,27TH AVE between ANZA and BALBOA,27TH AVE,N,239.20046,1106.0,-866.79954,751341.4425442115,-78.3724719710669
SF Count,27551,27549,3.0,11.0,sfmta86,Urb,Loc,27TH AVE between ANZA and BALBOA,27TH AVE,S,189.31256999999997,1294.5,-1105.18743,1221439.2554300048,-85.37562224797219
SF Count,27551,27557,3.0,11.0,sfmta87,Urb,Loc,27TH AVE between ANZA and GEARY,27TH AVE,N,54.716680000000004,1319.0,-1264.28332,1598412.3132302223,-95.85165428354814
SF Count,27557,27551,3.0,11.0,sfmta88,Urb,Loc,27TH AVE between ANZA and GEARY,27TH AVE,S,38.38333,1409.0,-1370.6166699999999,1878590.0560818885,-97.27584599006387
SF Count,27399,27405,3.0,11.0,sfmta89,Urb,Loc,28TH AVE between MORAGA and NORIEGA,28TH AVE,N,72.61102,1281.5,-1208.88898,1461412.5659654404,-94.33390401872805
SF Count,27405,27399,3.0,11.0,sfmta90,Urb,Loc,28TH AVE between MORAGA and NORIEGA,28TH AVE,S,84.91164,1408.5,-1323.58836,1751886.1467274895,-93.97148455804046
SF Count,21906,21896,2.0,4.0,sfmta91,UrbBiz,Col,28TH ST between CHURCH and DOLORES,28TH ST,E,1051.71511,528.5,523.2151100000001,273754.0513323122,99.00002081362348
SF Count,21896,21906,2.0,4.0,sfmta92,UrbBiz,Col,28TH ST between CHURCH and DOLORES,28TH ST,W,699.59847,1001.5,-301.90153,91144.53381634089,-30.144935596605087
SF Count,22006,21913,2.0,4.0,sfmta93,UrbBiz,Col,28TH ST between NOE and SANCHEZ,28TH ST,E,1096.88523,620.0,476.8852300000001,227419.522592153,76.91697258064517
SF Count,21913,22006,2.0,4.0,sfmta94,UrbBiz,Col,28TH ST between NOE and SANCHEZ,28TH ST,W,857.2118499999999,837.5,19.711849999999913,388.55703042249655,2.353653731343273
SF Count,27212,27224,2.0,11.0,sfmta95,UrbBiz,Loc,2ND AVE between BALBOA and CABRILLO,2ND AVE,N,419.21601000000004,680.0,-260.78398999999996,68008.28944032008,-38.350586764705874
SF Count,27224,27212,2.0,11.0,sfmta96,UrbBiz,Loc,2ND AVE between BALBOA and CABRILLO,2ND AVE,S,324.87175999999994,398.0,-73.12824000000006,5347.739485497609,-18.373929648241223
SF Count,27231,27246,2.0,11.0,sfmta97,UrbBiz,Loc,2ND AVE between CLEMENT and GEARY,2ND AVE,N,74.98710999999999,926.5,-851.51289,725074.201836152,-91.90641014570966
SF Count,27246,27231,2.0,11.0,sfmta98,UrbBiz,Loc,2ND AVE between CLEMENT and GEARY,2ND AVE,S,66.39625000000001,1053.5,-987.10375,974373.8132640625,-93.69755576649264
SF Count,27813,27814,3.0,4.0,sfmta99,Urb,Col,30TH AVE between CABRILLO and FULTON,30TH AVE,N,313.6192,1792.0,-1478.3808,2185609.78980864,-82.49892857142856
SF Count,27814,27813,3.0,4.0,sfmta100,Urb,Col,30TH AVE between CABRILLO and FULTON,30TH AVE,S,545.65864,1820.0,-1274.34136,1623945.9018066493,-70.01875604395605
SF Count,23349,23353,3.0,11.0,sfmta101,Urb,Loc,33RD AVE between ULLOA and VICENTE,33RD AVE,N,622.6350199999999,871.0,-248.36498000000006,61685.16329040043,-28.514923076923083
SF Count,23353,23349,3.0,11.0,sfmta102,Urb,Loc,33RD AVE between ULLOA and VICENTE,33RD AVE,S,595.2576,481.5,113.75760000000002,12940.791557760005,23.625669781931467
SF Count,27849,27857,3.0,11.0,sfmta103,Urb,Loc,34TH AVE between ANZA and GEARY,34TH AVE,N,702.49195,795.0,-92.50805000000003,8557.739314802504,-11.636232704402518
SF Count,27857,27849,3.0,11.0,sfmta104,Urb,Loc,34TH AVE between ANZA and GEARY,34TH AVE,S,740.5975900000001,663.0,77.59759000000008,6021.385973808113,11.704010558069394
SF Count,27725,27727,3.0,11.0,sfmta105,Urb,Loc,34TH AVE between IRVING and JUDAH,34TH AVE,N,155.68973,609.0,-453.31027,205490.2008874729,-74.43518390804597
SF Count,27727,27725,3.0,11.0,sfmta106,Urb,Loc,34TH AVE between IRVING and JUDAH,34TH AVE,S,310.42236,704.0,-393.57764,154903.35870796957,-55.90591477272727
SF Count,27691,27699,3.0,11.0,sfmta107,Urb,Loc,34TH AVE between MORAGA and NORIEGA,34TH AVE,N,13.366660000000001,528.0,-514.63334,264847.47463955556,-97.4684356060606
SF Count,27699,27691,3.0,11.0,sfmta108,Urb,Loc,34TH AVE between MORAGA and NORIEGA,34TH AVE,S,14.933340000000001,631.0,-616.06666,379538.1295635555,-97.63338510301108
SF Count,23355,23356,3.0,11.0,sfmta109,Urb,Loc,34TH AVE between TARAVAL and ULLOA,34TH AVE,N,717.96388,199.0,518.96388,269323.5087446544,260.78586934673365
SF Count,23356,23355,3.0,11.0,sfmta110,Urb,Loc,34TH AVE between TARAVAL and ULLOA,34TH AVE,S,731.59266,546.0,185.59266000000002,34444.63544587561,33.99132967032968
SF Count,23342,23340,3.0,11.0,sfmta111,Urb,Loc,34TH AVE between WAWONA and YORBA,34TH AVE,S,222.11937,1385.0,-1162.88063,1352291.359629197,-83.96250036101084
SF Count,23357,23363,3.0,11.0,sfmta112,Urb,Loc,35TH AVE between WAWONA and YORBA,35TH AVE,N,15.866660000000001,630.0,-614.13334,377159.75929955556,-97.48148253968255
SF Count,23363,23357,3.0,11.0,sfmta113,Urb,Loc,35TH AVE between WAWONA and YORBA,35TH AVE,S,7.36667,401.0,-393.63333,154947.1984868889,-98.16292518703243
SF Count,23358,32901,3.0,11.0,sfmta116,Urb,Loc,35TH AVE between YORBA and SLOAT,35TH AVE,N,426.42219,321.0,105.42219,11113.8381443961,32.84180373831776
SF Count,32901,23357,3.0,11.0,sfmta117,Urb,Loc,35TH AVE between YORBA and SLOAT,35TH AVE,N,429.48885000000007,321.0,108.48885000000007,11769.830574322516,33.7971495327103
SF Count,23357,32901,3.0,11.0,sfmta118,Urb,Loc,35TH AVE between YORBA and SLOAT,35TH AVE,S,2.8499999999999996,371.0,-368.15,135534.4225,-99.23180592991913
SF Count,32901,23358,3.0,11.0,sfmta119,Urb,Loc,35TH AVE between YORBA and SLOAT,35TH AVE,S,2.98334,371.0,-368.01666,135436.2620375556,-99.19586522911051
SF Count,27830,27831,3.0,4.0,sfmta120,Urb,Col,36TH AVE between CABRILLO and FULTON,36TH AVE,N,528.5112499999999,1328.0,-799.4887500000001,639182.2613765626,-60.20246611445784
SF Count,27831,27830,3.0,4.0,sfmta121,Urb,Col,36TH AVE between CABRILLO and FULTON,36TH AVE,S,807.02988,1715.0,-907.97012,824409.7388128144,-52.94286413994169
SF Count,32903,23365,3.0,11.0,sfmta122,Urb,Loc,37TH AVE between YORBA and SLOAT,37TH AVE,N,727.55914,393.33333333333263,334.2258066666673,111706.88984198448,84.97266271186473
SF Count,23365,32903,3.0,11.0,sfmta123,Urb,Loc,37TH AVE between YORBA and SLOAT,37TH AVE,S,49.04648,1975.6666666666645,-1926.6201866666645,3711865.343671493,-97.51747190821663
SF Count,27583,27584,2.0,11.0,sfmta124,UrbBiz,Loc,3RD AVE between CALIFORNIA and LAKE,3RD AVE,N,22.95001,430.0,-407.04999,165689.69435900007,-94.66278837209302
SF Count,27584,27583,2.0,11.0,sfmta125,UrbBiz,Loc,3RD AVE between CALIFORNIA and LAKE,3RD AVE,S,17.799989999999998,336.5,-318.70001,101569.69637400011,-94.71025557206538
SF Count,27774,27797,3.0,11.0,sfmta126,Urb,Loc,42ND AVE between JUDAH and KIRKHAM,42ND AVE,N,247.56357000000003,502.0,-254.43642999999997,64737.89691114489,-50.68454780876493
SF Count,27797,27774,3.0,11.0,sfmta127,Urb,Loc,42ND AVE between JUDAH and KIRKHAM,42ND AVE,S,189.91798,354.5,-164.58202,27087.2413072804,-46.426521861777154
SF Count,23458,23474,3.0,11.0,sfmta128,Urb,Loc,42ND AVE between SANTIAGO and TARAVAL,42ND AVE,N,788.96896,1513.5,-724.53104,524945.2279234815,-47.871228278823914
SF Count,23474,23458,3.0,11.0,sfmta129,Urb,Loc,42ND AVE between SANTIAGO and TARAVAL,42ND AVE,S,715.7492300000001,775.0,-59.250769999999875,3510.653745592885,-7.645260645161274
SF Count,27881,27882,3.0,4.0,sfmta130,Urb,Col,43RD AVE between CABRILLO and FULTON,43RD AVE,N,1020.18687,2114.0,-1093.81313,1196427.1633603969,-51.74139687795648
SF Count,27882,27881,3.0,4.0,sfmta131,Urb,Col,43RD AVE between CABRILLO and FULTON,43RD AVE,S,1230.18183,2273.0,-1042.81817,1087469.735682149,-45.87849406071272
SF Count,27242,27248,2.0,11.0,sfmta132,UrbBiz,Loc,4TH AVE between GEARY and ANZA,4TH AVE,N,475.08389999999997,1620.0,-1144.9161,1310832.8760392098,-70.67383333333332
SF Count,27248,27242,2.0,11.0,sfmta133,UrbBiz,Loc,4TH AVE between GEARY and ANZA,4TH AVE,S,152.47843,2208.5,-2056.02157,4227224.696305265,-93.09583744623046
SF Count,27085,27196,2.0,4.0,sfmta134,UrbBiz,Col,5TH AVE between HUGO and LINCOLN,5TH AVE,N,195.37972,1786.5,-1591.12028,2531663.745427279,-89.06354771900365
SF Count,27196,27085,2.0,4.0,sfmta135,UrbBiz,Col,5TH AVE between HUGO and LINCOLN,5TH AVE,S,10.45,287.0,-276.55,76479.90250000001,-96.3588850174216
SF Count,27596,27598,2.0,11.0,sfmta136,UrbBiz,Loc,6TH AVE between CALIFORNIA and LAKE,6TH AVE,N,30.85001,731.0,-700.14999,490210.0084970001,-95.77975239398084
SF Count,27598,27596,2.0,11.0,sfmta137,UrbBiz,Loc,6TH AVE between CALIFORNIA and LAKE,6TH AVE,S,22.58334,703.5,-680.91666,463647.4978655556,-96.7898592750533
SF Count,27077,27078,2.0,11.0,sfmta138,UrbBiz,Loc,6TH AVE between KIRKHAM and JUDAH,6TH AVE,N,947.7712799999999,3372.0,-2424.22872,5876884.886872839,-71.89290391459075
SF Count,27078,27077,2.0,11.0,sfmta139,UrbBiz,Loc,6TH AVE between KIRKHAM and JUDAH,6TH AVE,S,724.12569,2159.0,-1434.8743100000002,2058864.2854979765,-66.46013478462251
SF Count,27593,27600,2.0,11.0,sfmta140,UrbBiz,Loc,7TH AVE between CALIFORNIA and LAKE,7TH AVE,N,677.7681900000001,460.5,217.26819000000012,47205.46638587615,47.18093159609123
SF Count,27600,27593,2.0,11.0,sfmta141,UrbBiz,Loc,7TH AVE between CALIFORNIA and LAKE,7TH AVE,S,639.9592,337.5,302.4592,91481.56766464001,89.61754074074074
SF Count,21962,21883,2.0,11.0,sfmta142,UrbBiz,Loc,ADDISON ST between BEMIS and DIGBY,ADDISON ST,E,326.87826,865.0,-538.12174,289575.0070606276,-62.210605780346825
SF Count,21883,21962,2.0,11.0,sfmta143,UrbBiz,Loc,ADDISON ST between BEMIS and DIGBY,ADDISON ST,W,343.70386,1049.0,-705.2961399999999,497442.6450988995,-67.23509437559579
SF Count,26970,26773,2.0,11.0,sfmta144,UrbBiz,Loc,ALHAMBRA ST between MALLORCA and PIERCE,ALHAMBRA ST,E,4499.83908,1538.0,2961.8390799999997,8772490.735815246,192.57731339401818
SF Count,26773,26970,2.0,11.0,sfmta145,UrbBiz,Loc,ALHAMBRA ST between MALLORCA and PIERCE,ALHAMBRA ST,W,4621.801460000001,2097.0,2524.8014600000006,6374622.4124181345,120.40064186933716
SF Count,27909,27906,3.0,11.0,sfmta146,Urb,Loc,ANZA ST between 41ST and 42ND,ANZA ST,E,1101.98406,865.5,236.48406,55924.710634083596,27.32340381282496
SF Count,27906,27909,3.0,11.0,sfmta147,Urb,Loc,ANZA ST between 41ST and 42ND,ANZA ST,W,1212.8029900000001,710.0,502.80299000000014,252810.84675294024,70.81732253521129
SF Count,21228,21229,2.0,11.0,sfmta148,UrbBiz,Loc,ARNOLD AVE between BENTON and CRESCENT,ARNOLD AVE,N,1026.63321,94.5,932.13321,868872.3211849041,986.3843492063492
SF Count,21229,21228,2.0,11.0,sfmta149,UrbBiz,Loc,ARNOLD AVE between BENTON and CRESCENT,ARNOLD AVE,S,1334.01007,94.0,1240.01007,1537624.973701405,1319.1596489361702
SF Count,26343,26346,2.0,11.0,sfmta150,UrbBiz,Loc,ASHBURY ST between OAK and PAGE,ASHBURY ST,N,4419.30237,1587.0,2832.3023700000003,8021936.715107619,178.46895841209832
SF Count,26346,26343,2.0,11.0,sfmta151,UrbBiz,Loc,ASHBURY ST between OAK and PAGE,ASHBURY ST,S,357.7126799999999,496.0,-138.28732000000008,19123.382872782422,-27.880508064516146
SF Count,26825,26826,1.0,11.0,sfmta152,Core/CBD,Loc,BAKER ST between BUSH and PINE,BAKER ST,N,105.01747,1723.5,-1618.48253,2619485.699915201,-93.90673223092544
SF Count,26826,26825,1.0,11.0,sfmta153,Core/CBD,Loc,BAKER ST between BUSH and PINE,BAKER ST,S,149.97935999999999,1497.0,-1347.02064,1814464.6045860094,-89.9813386773547
SF Count,26815,26825,1.0,11.0,sfmta154,Core/CBD,Loc,BAKER ST between BUSH and SUTTER,BAKER ST,N,160.37868,1693.5,-1533.12132,2350460.9818385425,-90.5297502214349
SF Count,26825,26815,1.0,11.0,sfmta155,Core/CBD,Loc,BAKER ST between BUSH and SUTTER,BAKER ST,S,117.99605000000001,1321.5,-1203.50395,1448421.7576656025,-91.07105183503595
SF Count,26350,26351,1.0,4.0,sfmta156,Core/CBD,Col,BAKER ST between FELL and HAYES,BAKER ST,N,442.0539999999999,3258.0,-2815.946,7929551.874915999,-86.431737262124
SF Count,26351,26350,1.0,4.0,sfmta157,Core/CBD,Col,BAKER ST between FELL and HAYES,BAKER ST,S,2360.3723600000003,2946.0,-585.6276399999997,342959.73273196927,-19.878738628649007
SF Count,26319,26350,1.0,4.0,sfmta158,Core/CBD,Col,BAKER ST between FELL and OAK,BAKER ST,N,4573.020060000001,4184.0,389.02006000000074,151336.60708240417,9.29780258126197
SF Count,26350,26319,1.0,4.0,sfmta159,Core/CBD,Col,BAKER ST between FELL and OAK,BAKER ST,S,2832.82772,3627.0,-794.1722799999998,630709.610320398,-21.896120209539557
SF Count,26351,26352,1.0,4.0,sfmta160,Core/CBD,Col,BAKER ST between GROVE and HAYES,BAKER ST,N,425.25894999999997,4034.0,-3608.74105,13023011.965955103,-89.45813212692117
SF Count,26352,26351,1.0,4.0,sfmta161,Core/CBD,Col,BAKER ST between GROVE and HAYES,BAKER ST,S,335.37991,2455.0,-2119.62009,4492789.325931608,-86.33890386965376
SF Count,27012,26995,2.0,11.0,sfmta162,UrbBiz,Loc,BEACH ST between DIVISADERO and SCOTT,BEACH ST,E,787.13497,620.5,166.63496999999995,27767.213226900883,26.854950846091853
SF Count,26995,27012,2.0,11.0,sfmta163,UrbBiz,Loc,BEACH ST between DIVISADERO and SCOTT,BEACH ST,W,714.0788699999999,884.5,-170.42113000000006,29043.361550476922,-19.267510457885816
SF Count,25485,25479,1.0,4.0,sfmta164,Core/CBD,Col,BEACH ST between MASON and POWELL,BEACH ST,E,1024.84666,1776.0,-751.1533400000001,564231.3401931557,-42.294670045045045
SF Count,25479,25485,1.0,4.0,sfmta165,Core/CBD,Col,BEACH ST between MASON and POWELL,BEACH ST,W,741.68386,1686.0,-944.31614,891732.9722644996,-56.00926097271649
SF Count,25823,25809,1.0,11.0,sfmta166,Core/CBD,Loc,BEAVER ST between CASTRO and NOE,BEAVER ST,E,898.5425,416.0,482.5425,232847.26430625003,115.99579326923077
SF Count,25809,25823,1.0,11.0,sfmta167,Core/CBD,Loc,BEAVER ST between CASTRO and NOE,BEAVER ST,W,1414.46014,250.0,1164.46014,1355967.4176488193,465.78405599999996
SF Count,22551,22725,3.0,11.0,sfmta168,Urb,Loc,BEVERLY ST between 19TH and SHIELDS,BEVERLY ST,N,39.674119999999995,771.0,-731.32588,534837.5427577744,-94.85419974059663
SF Count,22725,22551,3.0,11.0,sfmta169,Urb,Loc,BEVERLY ST between 19TH and SHIELDS,BEVERLY ST,S,308.09517999999997,944.0,-635.90482,404374.94009923236,-67.36279872881356
SF Count,22799,22388,3.0,11.0,sfmta170,Urb,Loc,BRENTWOOD AVE between HAZELWOOD and MANGELS,BRENTWOOD AVE,E,422.63467,139.5,283.13467,80165.24135600892,202.96392114695342
SF Count,22388,22799,3.0,11.0,sfmta171,Urb,Loc,BRENTWOOD AVE between HAZELWOOD and MANGELS,BRENTWOOD AVE,W,388.52466000000004,137.5,251.02466000000004,63013.37992811562,182.5633890909091
SF Count,26079,26360,1.0,11.0,sfmta172,Core/CBD,Loc,BRODERICK ST between EDDY and TURK,BRODERICK ST,N,70.52199999999999,1849.0,-1778.478,3162983.9964840002,-96.18593834505138
